id,title,artists,pp_artist,k16_cluster
4O1xKPHOH7iXlzMNUDuxHS,Illegal (feat. Carlos Santana),"['Shakira', 'Santana']",Shakira / Santana,7
4NirETfurhjh8U9Y1l5U1S,Animal City,['Shakira'],Shakira,2
433JymbpWnRMHXzp1oTRP7,Don't Bother,['Shakira'],Shakira,5
080gSRai7pWpGO8WsWk1Ww,The Day and the Time (feat. Gustavo Cerati),"['Shakira', 'Gustavo Cerati']",Shakira / Gustavo Cerati,5
4ng0dNET7TNV2RMjVB65m6,Dreams for Plans,['Shakira'],Shakira,0
4DOamGN0O3Z7mRP8EVTw4f,Hey You,['Shakira'],Shakira,0
42JOtajDAVadoj1x84l2Wg,Your Embrace,['Shakira'],Shakira,4
6IkZCUzTNVdBpIixdippHA,Costume Makes the Clown,['Shakira'],Shakira,4
4lbUTqZIk42k2R6upLKAu6,Something,['Shakira'],Shakira,7
0RoXTnhkLvbUR4dSsY3O0f,Timor,['Shakira'],Shakira,2
6UwBdW2wlO9ikUD3LU8GF3,La Tortura (feat. Alejandro Sanz) - Alternate Version,"['Shakira', 'Alejandro Sanz']",Shakira / Alejandro Sanz,0
0B1QILlvPWfc9vovFYuUuk,FutureSex / LoveSound,['Justin Timberlake'],Justin Timberlake,2
5Gq7IN29DbgUO8Ris1TZKl,Sexy Ladies,['Justin Timberlake'],Justin Timberlake,11
1vMuSYlp2Im8Gpj6JxRJfj,Medley: Let Me Talk to You / My Love (feat. T.I.),"['Justin Timberlake', 'T.I.']",Justin Timberlake / T.I.,2
5iyE2d4U3Vc5cqY9mPTlpy,LoveStoned / I Think She Knows (Interlude),['Justin Timberlake'],Justin Timberlake,0
3pD0f7hSJg2XdQ6udw5Tey,What Goes Around.../...Comes Around (Interlude),['Justin Timberlake'],Justin Timberlake,14
0LlObwsSjhvPFKPPpSWOeh,Chop Me Up (feat. Timbaland & Three-6 Mafia),"['Justin Timberlake', 'Timbaland', 'Three 6 Mafia']",Justin Timberlake / Timbaland / Three 6 Mafia,2
4JQtyBEeLOAOnb7n5OQdDd,Damn Girl (feat. will.i.am),"['Justin Timberlake', 'will.i.am']",Justin Timberlake / will.i.am,2
1MBM7CyZbwJpVbbZJnHHRg,Summer Love,['Justin Timberlake'],Justin Timberlake,3
39q69v4D15oSshBmlJrkmW,Set the Mood Prelude / Until the End of Time,['Justin Timberlake'],Justin Timberlake,3
1Ou4q1gX3QAvKhAFd3xsXT,Losing My Way,['Justin Timberlake'],Justin Timberlake,3
24CBAWq81pQNTftNAxVLYk,(Another Song) All Over Again,['Justin Timberlake'],Justin Timberlake,5
41RffU6OSMWONC8uTjyude,Uptown's First Finale (feat. Stevie Wonder & Andrew Wyatt),"['Mark Ronson', 'Stevie Wonder', 'Andrew Wyatt']",Mark Ronson / Stevie Wonder / Andrew Wyatt,7
2ENBaEOC0Jgi2au9Jt7y7d,Feel Right (feat. Mystikal),"['Mark Ronson', 'Mystikal']",Mark Ronson / Mystikal,2
2VNSUMHI1R3B6wVV8P7ZlG,I Can't Lose (feat. Keyone Starr),"['Mark Ronson', 'Keyone Starr']",Mark Ronson / Keyone Starr,2
523MOh0wR5AN3YUMADvPtz,Crack In the Pearl (feat. Andrew Wyatt),"['Mark Ronson', 'Andrew Wyatt']",Mark Ronson / Andrew Wyatt,7
2OTdfTzu0VAmnykkQDrFZr,In Case of Fire (feat. Jeff Bhasker),"['Mark Ronson', 'Jeff Bhasker']",Mark Ronson / Jeff Bhasker,2
5LdjK8Fvd454DgkIoJR7C9,Heavy and Rolling (feat. Andrew Wyatt),"['Mark Ronson', 'Andrew Wyatt']",Mark Ronson / Andrew Wyatt,0
3LvmU7SNQIakTe4lxiNNvR,"Crack In the Pearl, Pt. II (feat. Stevie Wonder & Jeff Bhasker)","['Mark Ronson', 'Stevie Wonder', 'Jeff Bhasker']",Mark Ronson / Stevie Wonder / Jeff Bhasker,6
1dzQoRqT5ucxXVaAhTcT0J,Just Dance,"['Lady Gaga', ""Colby O'Donis""]",Lady Gaga / Colby O'Donis,2
0eH2eHURaXUP15D8gQlfjx,LoveGame,['Lady Gaga'],Lady Gaga,2
3WUbVS0J4Ulf0XZR6LNRnh,"Eh, Eh (Nothing Else I Can Say)",['Lady Gaga'],Lady Gaga,4
0Bjr5EAEa5YxfSHHWzZmds,"Beautiful, Dirty, Rich",['Lady Gaga'],Lady Gaga,0
3HhAZV8ngUOOt4eUHovhud,The Fame,['Lady Gaga'],Lady Gaga,0
6gknJVkbQb8jkAXbXx0SYA,Money Honey,['Lady Gaga'],Lady Gaga,0
7qPvYVyM7ZU7PHz5LTvRY6,Starstruck,"['Lady Gaga', 'Space Cowboy', 'Flo Rida']",Lady Gaga / Space Cowboy / Flo Rida,2
33CB8obztQNidFDbO6Z1Wl,Boys Boys Boys,['Lady Gaga'],Lady Gaga,6
2iY7jqy8zBlbk5RliSfTH1,Paper Gangsta,['Lady Gaga'],Lady Gaga,0
6a3tkCh4IRkloHPVYxwtZ0,Brown Eyes,['Lady Gaga'],Lady Gaga,6
2UsdgG4NzhmwObtfyEMBjL,I Like It Rough,['Lady Gaga'],Lady Gaga,6
17xFcSuciJ9O10WqDERQep,Summerboy,['Lady Gaga'],Lady Gaga,2
1uvJevFvRwq3AO1qzmXxhJ,Disco Heaven,['Lady Gaga'],Lady Gaga,0
67txf4D8SqDc5lmCMVAz01,What You Waiting For?,['Gwen Stefani'],Gwen Stefani,6
0ALV8l7nqbjwSZ2w9hS2CI,Rich Girl,"['Gwen Stefani', 'Eve']",Gwen Stefani / Eve,2
2b235MLvfjqUzfuTTaJ14d,Cool,['Gwen Stefani'],Gwen Stefani,0
4xGcrf91kiTJkgWrApXa1K,Bubble Pop Electric,"['Gwen Stefani', 'Johnny Vulture']",Gwen Stefani / Johnny Vulture,4
0W3sTOscCbNx9Z4DlfVE3f,Luxurious,['Gwen Stefani'],Gwen Stefani,0
6dRtIA7tImMkng6jk6gm7O,Harajuku Girls,['Gwen Stefani'],Gwen Stefani,2
1HYa2Lg0TvK3VhS7vGmsGE,Crash,['Gwen Stefani'],Gwen Stefani,14
4OrNBbnwPwOKNznRoO0MQL,The Real Thing,['Gwen Stefani'],Gwen Stefani,5
67vuYI3JwHJs7BLA8Y1x6u,Serious,['Gwen Stefani'],Gwen Stefani,2
7m87PV0TopiUt9XWLR4HSD,Danger Zone,['Gwen Stefani'],Gwen Stefani,3
0O0d2We9jfb81E6AjdInLN,Long Way To Go,"['Gwen Stefani', 'André 3000']",Gwen Stefani / André 3000,6
0yY8OMqVwTw8mP4id8z0J5,The Real Thing - Slow Jam Mix,['Gwen Stefani'],Gwen Stefani,7
5LHWqBaTR5MNBu90eJ3uWl,What You Waiting For? - Elevator Mix,['Gwen Stefani'],Gwen Stefani,7
5k3LD7YYDR0VSnnnLyiweo,Up In Flames,['Nicki Minaj'],Nicki Minaj,3
3UQtLqO11WXsKngQuLS9ed,Freedom,['Nicki Minaj'],Nicki Minaj,4
0cXKGzMAGPDLWTnpbV5pij,Hell Yeah,"['Nicki Minaj', 'Parker Ighile']",Nicki Minaj / Parker Ighile,14
3UrNOHCzVxX2KZbNcKQAyu,High School,"['Nicki Minaj', 'Lil Wayne']",Nicki Minaj / Lil Wayne,11
5VH29X65xVLfH2TwD9EcxO,I'm Legit,"['Nicki Minaj', 'Ciara']",Nicki Minaj / Ciara,6
5EPvKTdqjN4OMlrQf6t5Wp,I Endorse These Strippers,"['Nicki Minaj', 'Tyga', 'Thomas Brinx']",Nicki Minaj / Tyga / Thomas Brinx,6
1I9yF0q9snr3VYVfqIVWt1,The Boys,"['Nicki Minaj', 'Cassie']",Nicki Minaj / Cassie,0
2TLU9crGyk56PhgQTWuTvt,Va Va Voom,['Nicki Minaj'],Nicki Minaj,6
2G6YX2y6jI8lgU4GmysthT,Roman Holiday,['Nicki Minaj'],Nicki Minaj,0
2v5sitlzPeI2hdZeMMxtqk,Come On A Cone,['Nicki Minaj'],Nicki Minaj,2
1pmaNc1vjYFARzU57BCUD3,I Am Your Leader,"['Nicki Minaj', 'Cam’ron', 'Rick Ross']",Nicki Minaj / Cam’ron / Rick Ross,11
2epGMZt9GFdH1etwMbQcFm,Beez In The Trap,"['Nicki Minaj', '2 Chainz']",Nicki Minaj / 2 Chainz,6
0H9nWAb0Y3ZxRjGN75MbYH,HOV Lane,['Nicki Minaj'],Nicki Minaj,11
5iGHXBSUbC4F0tW2cC8BKk,Roman Reloaded,"['Nicki Minaj', 'Lil Wayne']",Nicki Minaj / Lil Wayne,11
4wBItt9hMHTmPiZVF7xDaT,Champion,"['Nicki Minaj', 'Nas', 'Drake', 'Jeezy']",Nicki Minaj / Nas / Drake / Jeezy,4
2FT7qhRvlcxwoCDolS56qH,Right By My Side,"['Nicki Minaj', 'Chris Brown']",Nicki Minaj / Chris Brown,4
2bVMvPh1AxmYFnN2IciSmA,Sex In The Lounge,"['Nicki Minaj', 'Lil Wayne', 'Bobby V.']",Nicki Minaj / Lil Wayne / Bobby V.,2
5lGvoadO0urY0Ew8kYUc05,Pound The Alarm,['Nicki Minaj'],Nicki Minaj,6
2SjzgpxHIk5w37m9C8OLI6,Whip It,['Nicki Minaj'],Nicki Minaj,6
4oCoetCyq2cvYNrhZ89kbS,Automatic,['Nicki Minaj'],Nicki Minaj,6
1flniJxb0XPiHXAuN5t7uo,Beautiful Sinner,['Nicki Minaj'],Nicki Minaj,2
0R2YkVqLwsVFxAVusgKPIa,Marilyn Monroe,['Nicki Minaj'],Nicki Minaj,4
6FOk2tjIKFGrgnJgv7Aam5,Young Forever,['Nicki Minaj'],Nicki Minaj,4
0xqzjTbCNoXYuFZ6CJafYf,Fire Burns,['Nicki Minaj'],Nicki Minaj,6
6cTXt3OzY7fyuICQTPhFCY,Gun Shot,"['Nicki Minaj', 'Beenie Man']",Nicki Minaj / Beenie Man,4
7nwnOXF8L52va1CKRPg1d4,Stupid Hoe,['Nicki Minaj'],Nicki Minaj,11
6rjtB7KSIiJ6v9vrACMlqF,400 Lux,['Lorde'],Lorde,4
2MvvoeRt8NcOXWESkxWn3g,Ribs,['Lorde'],Lorde,13
51QEyJI5M7uyd8DOh9tqQY,Buzzcut Season,['Lorde'],Lorde,7
3G6hD9B2ZHOsgf4WfNu7X1,Team,['Lorde'],Lorde,5
60jI0JgMLLj1VggHJVhtRs,Glory And Gore,['Lorde'],Lorde,5
5TRZnGsX49uCZkXxIbD7Ru,Still Sane,['Lorde'],Lorde,1
35kahykNu00FPysz3C2euR,White Teeth Teens,['Lorde'],Lorde,7
55N0YHhO55Q1lWsc4dDPcI,A World Alone,['Lorde'],Lorde,3
0A1v3EIFD2w0nzFJmtsDbL,Kicking And Screaming,['Miley Cyrus'],Miley Cyrus,3
6ZfXA2xakAvphXOSOJ3u1W,When I Look At You,['Miley Cyrus'],Miley Cyrus,1
1ASJElcB5JV8sTdOeFtk0R,The Time Of Our Lives,['Miley Cyrus'],Miley Cyrus,6
2Em0X9ivzblJGTtrtReEI8,Talk Is Cheap,['Miley Cyrus'],Miley Cyrus,4
5qXCeLHzZ4AGx6QeRWPhSe,Obsessed,['Miley Cyrus'],Miley Cyrus,5
2y2li8wh4OIpzadkmhKwhE,Before The Storm – duet with Jonas Brothers (Live),"['Miley Cyrus', 'Jonas Brothers']",Miley Cyrus / Jonas Brothers,14
5x5JM1BSB6vollcIzDocqT,The Climb,['Miley Cyrus'],Miley Cyrus,4
0rQtoQXQfwpDW0c7Fw1NeM,!!!!!!!,['Billie Eilish'],Billie Eilish,9
4QIo4oxwzzafcBWkKjDpXY,xanny,['Billie Eilish'],Billie Eilish,7
6X29iaaazwho3ab7GNue5r,8,['Billie Eilish'],Billie Eilish,11
3Tc57t9l2O8FwQZtQOvPXK,my strange addiction,['Billie Eilish'],Billie Eilish,11
7qEKqBCD2vE5vIBsrUitpD,ilomilo,['Billie Eilish'],Billie Eilish,7
0tMSssfxAL2oV8Vri0mFHE,listen before i go,['Billie Eilish'],Billie Eilish,10
6CcJMwBtXByIz4zQLzFkKc,i love you,['Billie Eilish'],Billie Eilish,7
3LgWsmilsrWXiPYQFRD0T7,goodbye,['Billie Eilish'],Billie Eilish,10
0c55VBoJ66KEqYtUFryoFI,Cuz I Love You,['Lizzo'],Lizzo,4
22MuOxYsCdcRhEb3aEsh0V,Like a Girl,['Lizzo'],Lizzo,0
43BtEHgPHapAp1YNxEfxqd,Juice,['Lizzo'],Lizzo,0
3yQnroSV1cnFHufGjnPMMN,Soulmate,['Lizzo'],Lizzo,6
29v0EOtLl38dvwVa1J9E9a,Jerome,['Lizzo'],Lizzo,11
4r2EQnJIgBea4RK9A96zNS,Crybaby,['Lizzo'],Lizzo,2
5rHi0wHKwJ9H9Pj0EGlpiR,Tempo (feat. Missy Elliott),"['Lizzo', 'Missy Elliott']",Lizzo / Missy Elliott,0
63mNJp4X4isSHs8EFiVXhK,Exactly How I Feel (feat. Gucci Mane),"['Lizzo', 'Gucci Mane']",Lizzo / Gucci Mane,0
6hRPfXphexuw8Aj2u1rGbX,Heaven Help Me,['Lizzo'],Lizzo,5
4tf0POzZuU6h0jpjRoYEdh,Lingerie,['Lizzo'],Lizzo,0
1du4tPkvJfCIuVL6WMtqSs,Boys,['Lizzo'],Lizzo,2
4JazDcr295JjClPNnks5WL,Truth Hurts,['Lizzo'],Lizzo,3
4WbO3H3wFGUdrngpMMs4sF,Water Me,['Lizzo'],Lizzo,2
6KgBpzTuTRPebChN0VTyzV,Good as Hell,['Lizzo'],Lizzo,3
2rjjNUYONZqC7wSd1i6OFq,Good as Hell (feat. Ariana Grande),"['Lizzo', 'Ariana Grande']",Lizzo / Ariana Grande,14
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",Daft Punk / Pharrell Williams / Nile Rodgers,2
00qyVgLK2j92HYoFaNCnVD,Dirty Picture,"['Taio Cruz', 'Kesha']",Taio Cruz / Kesha,0
0ZnimFEb14Ciz5dvQJAQ3k,Take Me Back - 2010 Remix,"['Taio Cruz', 'Tinchy Stryder']",Taio Cruz / Tinchy Stryder,6
5Ej3OcVHAwIMVwiLo0broE,Come On Girl,"['Taio Cruz', 'Luciana']",Taio Cruz / Luciana,2
5nYKbY6oLHEyRmt3dNlATa,Forever Love,['Taio Cruz'],Taio Cruz,6
5cg9eTJBEOtDqYzs4RMf4y,She's Like A Star,['Taio Cruz'],Taio Cruz,5
2kT9NNXCef2yL2ul1rCu9I,I Just Wanna Know,['Taio Cruz'],Taio Cruz,4
5d2TuLSl4zHUPHIBKitMuU,I'll Never Love Again,['Taio Cruz'],Taio Cruz,6
3u9dgy0yEKAUh02mjGmczS,Falling In Love,['Taio Cruz'],Taio Cruz,5
2ZF2b6WkW2RhxPMKegvC4b,I Can Be,['Taio Cruz'],Taio Cruz,6
3IzaEzfHPfxG3uolyTARny,Higher,['Taio Cruz'],Taio Cruz,3
3NCIER7FiPI7JwELUbKhAj,Moving On,['Taio Cruz'],Taio Cruz,14
0SDV4Wvg7q19B2dQwAv2HB,Feel Again - Remastered,['Taio Cruz'],Taio Cruz,5
0v9FkAlL1xMsNbboRWiSSL,Break Your Heart,"['Taio Cruz', 'Ludacris']",Taio Cruz / Ludacris,6
45S5WTQEGOB1VHr1Q4FuPl,Golden,['Harry Styles'],Harry Styles,3
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,['Harry Styles'],Harry Styles,0
3jjujdWJ72nww5eGnfs2E7,Adore You,['Harry Styles'],Harry Styles,6
4jAIqgrPjKLTY9Gbez25Qb,Lights Up,['Harry Styles'],Harry Styles,3
2IOFZdYYkFxEHVz1w34PoL,Cherry,['Harry Styles'],Harry Styles,7
1ZMiCix7XSAbfAJlEZWMCp,Falling,['Harry Styles'],Harry Styles,7
5JiH89mHrv9oWHlD0T326z,To Be So Lonely,['Harry Styles'],Harry Styles,0
6SQLk9HSNketfgs2AyIiMs,She,['Harry Styles'],Harry Styles,1
6iYMfxznTBlcVOgRHab2W0,"Sunflower, Vol. 6",['Harry Styles'],Harry Styles,2
5IhzJOXNE7ki0IIJbZbnGq,Canyon Moon,['Harry Styles'],Harry Styles,0
03mMSLEJCPoGJwQhHpN5y0,Treat People With Kindness,['Harry Styles'],Harry Styles,6
6VzcQuzTNTMFnJ6rBSaLH9,Fine Line,['Harry Styles'],Harry Styles,5
4mLkiFppf8Xvem6BSY34qw,blazed (feat. Pharrell Williams),"['Ariana Grande', 'Pharrell Williams']",Ariana Grande / Pharrell Williams,6
0sdbFOyfgAhAhWq8DpzkaW,the light is coming (feat. Nicki Minaj),"['Ariana Grande', 'Nicki Minaj']",Ariana Grande / Nicki Minaj,6
1xWH8zYtDeS9mW1JJG23VZ,R.E.M,['Ariana Grande'],Ariana Grande,2
70khXICDeTTxgYtw3EysKH,sweetener,['Ariana Grande'],Ariana Grande,0
5YeHLHDdQ4nKHk81XFWhCU,successful,['Ariana Grande'],Ariana Grande,2
0WdR2AyLW1Drd3OUdwezM0,everytime,['Ariana Grande'],Ariana Grande,2
4OafepJy2teCjYJbvFE60J,breathin,['Ariana Grande'],Ariana Grande,5
4b7mLZQWsy0rLnrMtPA9fQ,borderline (feat. Missy Elliott),"['Ariana Grande', 'Missy Elliott']",Ariana Grande / Missy Elliott,3
3NbTQ8ZbHU6MSEVUFAVCJ9,better off,['Ariana Grande'],Ariana Grande,5
14kYOiFVPb7E7NfFbqhdln,goodnight n go,['Ariana Grande'],Ariana Grande,5
0XOnMqLQDO89iAg7dWWwnG,pete davidson,['Ariana Grande'],Ariana Grande,7
7u6DMPznGbpziuEgCE0JGQ,get well soon,['Ariana Grande'],Ariana Grande,2
6SRsiMl7w1USE4mFqrOhHC,brutal,['Olivia Rodrigo'],Olivia Rodrigo,5
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",['Olivia Rodrigo'],Olivia Rodrigo,7
6HU7h9RYOaPRFeh0R3UeAr,deja vu,['Olivia Rodrigo'],Olivia Rodrigo,4
2TOzTqQXNmR2zDJXihjZ2e,enough for you,['Olivia Rodrigo'],Olivia Rodrigo,7
2tGvwE8GcFKwNdAXMnlbfl,happier,['Olivia Rodrigo'],Olivia Rodrigo,1
0MMyJUC3WNnFS1lit5pTjk,"jealousy, jealousy",['Olivia Rodrigo'],Olivia Rodrigo,2
5JCoSi02qi3jJeHdZXMmR8,favorite crime,['Olivia Rodrigo'],Olivia Rodrigo,7
1zejeOnykpCoyVSit6Bwp3,hope ur ok,['Olivia Rodrigo'],Olivia Rodrigo,7
2SnNaoNhMjC1WRMTWD8qTX,Mark My Words,['Justin Bieber'],Justin Bieber,7
0SNIAtRCPVVLoGEPcuHSIc,I'll Show You,['Justin Bieber'],Justin Bieber,4
61uyGDPJ06MkxJtHgPmuyO,Company,['Justin Bieber'],Justin Bieber,3
23UV8pJEvRnAZd6ZAXBC0H,No Pressure,"['Justin Bieber', 'Big Sean']",Justin Bieber / Big Sean,1
5L9WFUodzACitS1TiGm7Mi,No Sense,"['Justin Bieber', 'Travis Scott']",Justin Bieber / Travis Scott,3
7E390nZTMqEbrNC1TmHd42,The Feeling,"['Justin Bieber', 'Halsey']",Justin Bieber / Halsey,3
4yWCzA44dQyp0SoeM81bUb,Life Is Worth Living,['Justin Bieber'],Justin Bieber,7
0n8ob8S72lvznoVfiwz4qL,Where Are Ü Now (with Justin Bieber),"['Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber']",Jack Ü / Skrillex / Diplo / Justin Bieber,5
7sK3nu6yk8urQ44ouEB7Au,Children,['Justin Bieber'],Justin Bieber,11
2IjyFRCRn8x1bEquOM3vxg,Purpose,['Justin Bieber'],Justin Bieber,7
6gcA4zzG6FnMEgPSDKbAMs,Been You,['Justin Bieber'],Justin Bieber,2
4AMnUGvZUVJgDuY7rOPzUZ,Get Used To It,['Justin Bieber'],Justin Bieber,2
1m6FkAtWVloxIRHKl7pBDP,We Are,"['Justin Bieber', 'Nas']",Justin Bieber / Nas,2
00IH8ZjI9ZGB51WRX1Oesj,Trust,['Justin Bieber'],Justin Bieber,1
4kP50JQmyFrl9pLSmnFPZr,All In It,['Justin Bieber'],Justin Bieber,3
5YNf9s8WE3iF33YaFNrgpa,What Do You Mean? - Acoustic,['Justin Bieber'],Justin Bieber,7
2qzW5AK8ldKUOWUETwAkZY,Titanium,['Dave'],Dave,11
1w6Gcw670LjrAnrbAWObqT,Mercury,"['Dave', 'Kamal.']",Dave / Kamal.,11
70UWNN54D5KrVUBPtHUoDG,Mother - Remastered 2010,['John Lennon'],John Lennon,5
4RAnYoq7AZGTsWLsSPfUot,Hold On - Remastered 2010,['John Lennon'],John Lennon,7
0xn3EBq5hDQK4Iw85DZVdV,I Found Out - Remastered 2010,['John Lennon'],John Lennon,11
2gHWYBlLkJupAvizrLWUep,Isolation - Remastered 2010,['John Lennon'],John Lennon,7
60BiVw7Srhr2crsAWjToJG,Remember - Remastered 2010,['John Lennon'],John Lennon,5
1Qp0SFCmiNWYGz1dxr7ZrT,Love - Remastered 2010,['John Lennon'],John Lennon,7
4kQB18FLhfT4UKCVPEULH2,Well Well Well - Remastered 2010,['John Lennon'],John Lennon,4
09fQpSdFwQPXS4n7ADensn,Look At Me - Remastered 2010,['John Lennon'],John Lennon,7
0X1MCwHRMHGxNu5JSi7BTk,God - Remastered 2010,['John Lennon'],John Lennon,1
7qTVbxY8X8RZ9BjiHZgbar,My Mummy's Dead - Remastered 2010,['John Lennon'],John Lennon,7
72JjcUnZlP0xpRoKgptgR2,Crippled Inside - Remastered 2010,['John Lennon'],John Lennon,0
6ExWaCiyLJpTIBALUSTF1i,Jealous Guy - Remastered 2010,['John Lennon'],John Lennon,7
7i6oHbXrABdQJq6sIHhO3m,It's So Hard - Remastered 2010,['John Lennon'],John Lennon,0
2ett6mweivSlyygsT1k2UJ,I Don't Wanna Be A Soldier Mama - Remastered 2010,['John Lennon'],John Lennon,3
599oifGZcD1C2kAY2CnHEC,Gimme Some Truth - Remastered 2010,['John Lennon'],John Lennon,6
2lsGtMBrOBl4qm4xiMhwkh,Oh My Love - Remastered 2010,['John Lennon'],John Lennon,7
2KG6OQX7PCpp1HX6wj5P6E,How Do You Sleep? - Remastered 2010,['John Lennon'],John Lennon,2
3SmG72m9vNL8kE1Q7ThTB5,How? - Remastered 2010,['John Lennon'],John Lennon,7
0DtGHQ7I4yUJrEOKNLcARg,Oh Yoko! - Remastered 2010,['John Lennon'],John Lennon,0
16XfOG5aXKz37eCkyGrET0,Woman Is The Nigger Of The World - Remastered 2010,['John Lennon'],John Lennon,1
143uODlYayIqdcwvyU2FmE,"Sisters, O Sisters - Remastered 2010",['Yoko Ono'],Yoko Ono,4
686GB8A4rnDqxFyAbyD8Gw,Attica State - Remastered 2010,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,6
7ib5WSngi6lqYFgzzWgBVS,Born In A Prison - Remastered 2010,['Yoko Ono'],Yoko Ono,1
65U99sfxmQhVSybLf7uJDH,New York City - Remastered 2010,['John Lennon'],John Lennon,6
3N3JJE1X1QqFefAYCw6gkH,Sunday Bloody Sunday - Remastered 2010,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,4
1hCPrcsBw6TNUNxxz3MMon,The Luck Of The Irish - Remastered 2010,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,1
1ZBHewISCXmOz0Ebz1YEl1,John Sinclair - Remastered 2010,['John Lennon'],John Lennon,4
5zsoc8p0DMlDsZXd0UMCtc,Angela - Remastered 2010,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,5
0ZPLX4iG3wi91jPgRexUtP,We're All Water - Remastered 2010,['Yoko Ono'],Yoko Ono,5
77FZ1PmS2mNjascU6dTeEw,Cold Turkey - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,15
6tNYWGYmIMdDnQ9L47GXZ9,Don't Worry Kyoko - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,8
2ULfxJjio1eOR7XeAidtad,Well (Baby Please Don't Go) - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,14
3EPwzicfh5nt1JT4Dfwe5U,Jamrag - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,14
730xnYSJBPIiDqA0XKbBF2,Scumbag - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,14
3evUvBh7vP3XxF9Fqit7fz,Au - Live,"['John Lennon', 'Yoko Ono']",John Lennon / Yoko Ono,8
1yTJxieQB3KzyGVmLI4Zig,Mind Games - Remastered 2010,['John Lennon'],John Lennon,3
3m7lKCKk4ISHkqsHwRkbHy,Tight A$ - Remastered 2010,['John Lennon'],John Lennon,14
2sLRX1NHlkRN2C6M9ZPNKr,Aisumasen (I'm Sorry) - Remastered 2010,['John Lennon'],John Lennon,1
0hcSbqWuGYHZVCcPF2qR4z,One Day (At A Time) - Remastered 2010,['John Lennon'],John Lennon,7
5tBU42neZFyLLsTZDHHoKP,Bring On The Lucie (Freda Peeple) - Remastered 2010,['John Lennon'],John Lennon,4
43oAQd1mSVYlnbiso6Y5b8,Nutopian International Anthem - Remastered 2010,['John Lennon'],John Lennon,9
4hdIr8UJyYCiMs5bXJ1hCv,Intuition - Remastered 2010,['John Lennon'],John Lennon,0
6FmnwvMhw1cJjXAZFMTTp8,Out The Blue - Remastered 2010,['John Lennon'],John Lennon,5
0boqSUDcqakGiBNWBCOEeo,Only People - Remastered 2010,['John Lennon'],John Lennon,0
6cGElBofU1KGhWRgbj8SYC,I Know (I Know) - Remastered 2010,['John Lennon'],John Lennon,5
3oKGAqWaaiRxILpWVZGRIl,You Are Here - Remastered 2010,['John Lennon'],John Lennon,7
0G4zrFunXIRc0pI3X3A40r,Meat City - Remastered 2010,['John Lennon'],John Lennon,3
1mBc2TrnD6zmlzqsmYFbYW,Going Down On Love - Remastered 2010,['John Lennon'],John Lennon,7
7sBwAWyXfiIgrYQ8BaJESH,Keep The Family Close,['Drake'],Drake,1
1C7KSXR2GVxknex6I4ANco,9,['Drake'],Drake,5
03L2AoiRbWhvt7BDMx1jUB,U With Me?,['Drake'],Drake,4
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,['Drake'],Drake,4
4PA16FAl8LPmFmOhARawdV,Weston Road Flows,['Drake'],Drake,11
4cRBqWBjuccCowYVHFlXK6,Redemption,['Drake'],Drake,7
2qLcJOLrh6Djda4uLbldSA,Faithful,"['Drake', 'dvsn', 'Pimp C']",Drake / dvsn / Pimp C,5
3O8NlPh2LByMU9lSRSHedm,Controlla,['Drake'],Drake,3
3NxAG2ni1lLa8RKL6a0INc,Childs Play,['Drake'],Drake,2
3BtuIIrQlkujKPuWF2B85z,Too Good,"['Drake', 'Rihanna']",Drake / Rihanna,6
3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,"['Drake', 'Majid Jordan']",Drake / Majid Jordan,1
4BhGTc3Cgay2U1QcTS7vQe,Fire & Desire,['Drake'],Drake,7
7MjSipTto9QljYzZnloXOn,Views,['Drake'],Drake,11
6Sn7vnPZcZX1uwG50akM5G,Intro,['Kelis'],Kelis,2
3aImJnJlAgcE7bJ1NxthGt,Trick Me,['Kelis'],Kelis,2
4nXQlNA6d4dHZTxcUYyeEx,Keep It Down,['Kelis'],Kelis,2
6co7kO0EOM7TbdnuH3AGCl,In Public,"['Kelis', 'Nas']",Kelis / Nas,0
6nqTvcff0py0E5PNtnyevS,Flashback,['Kelis'],Kelis,0
00gDsXEPnkR4IiBR9kOOFF,Protect My Heart,['Kelis'],Kelis,2
5FJlVqsN2jQBu8uRpy3GqG,Millionaire,"['Kelis', 'André 3000']",Kelis / André 3000,6
